,arm,p,reward,exploit0,exploit1,room,game,move,condition,player,chosen_arm
0,1.0,1.0,0.6666666666666666,0.7222222222222222,0.7222222222222222,9,1,6,control,1,2
1,2.0,1.0,0.6666666666666666,0.7222222222222222,0.7222222222222222,9,1,6,control,1,2
2,3.0,1.0,0.4,0.6666666666666666,0.6666666666666666,9,1,6,control,1,2
3,4.0,1.0,0.6666666666666666,0.7222222222222222,0.7222222222222222,9,1,6,control,1,2
0,1.0,1.0,0.6666666666666666,0.7222222222222222,0.7222222222222222,9,1,7,control,0,4
1,2.0,1.0,0.5,0.6666666666666666,0.6666666666666666,9,1,7,control,0,4
2,3.0,1.0,0.4,0.6666666666666666,0.6666666666666666,9,1,7,control,0,4
3,4.0,1.0,0.6666666666666666,0.7222222222222222,0.7222222222222222,9,1,7,control,0,4
0,1.0,1.0,0.6666666666666666,0.75,0.75,9,1,8,control,1,1
1,2.0,1.0,0.5,0.75,0.75,9,1,8,control,1,1
2,3.0,1.0,0.4,0.75,0.75,9,1,8,control,1,1
3,4.0,1.0,0.75,0.7666666666666667,0.7666666666666667,9,1,8,control,1,1
0,1.0,1.0,0.75,0.7875000000000001,0.7875000000000001,9,1,9,control,0,4
1,2.0,1.0,0.5,0.75,0.75,9,1,9,control,0,4
2,3.0,1.0,0.4,0.75,0.75,9,1,9,control,0,4
3,4.0,1.0,0.75,0.7875000000000001,0.7875000000000001,9,1,9,control,0,4
0,1.0,1.0,0.75,0.7500000000000001,0.7500000000000001,9,1,10,control,1,1
1,2.0,1.0,0.5,0.75,0.75,9,1,10,control,1,1
2,3.0,1.0,0.4,0.75,0.75,9,1,10,control,1,1
3,4.0,1.0,0.6,0.75,0.75,9,1,10,control,1,1
0,1.0,1.0,0.8,0.8,0.8,9,1,11,control,0,4
1,2.0,1.0,0.5,0.8,0.8,9,1,11,control,0,4
2,3.0,1.0,0.4,0.8,0.8,9,1,11,control,0,4
3,4.0,1.0,0.6,0.8,0.8,9,1,11,control,0,4
0,1.0,1.0,0.8,0.8,0.8,9,1,12,control,1,2
1,2.0,1.0,0.5,0.8,0.8,9,1,12,control,1,2
2,3.0,1.0,0.4,0.8,0.8,9,1,12,control,1,2
3,4.0,1.0,0.5,0.8,0.8,9,1,12,control,1,2
0,1.0,1.0,0.8,0.8,0.8,9,1,13,control,0,3
1,2.0,1.0,0.4,0.8,0.8,9,1,13,control,0,3
2,3.0,1.0,0.4,0.8,0.8,9,1,13,control,0,3
3,4.0,1.0,0.5,0.8,0.8,9,1,13,control,0,3
0,1.0,1.0,0.8,0.8,0.8,9,1,14,control,1,1
1,2.0,1.0,0.4,0.8,0.8,9,1,14,control,1,1
2,3.0,1.0,0.3333333333333333,0.8,0.8,9,1,14,control,1,1
3,4.0,1.0,0.5,0.8,0.8,9,1,14,control,1,1
0,1.0,1.0,0.5,0.5833333333333333,0.5833333333333333,9,2,0,control,0,4
1,2.0,1.0,0.5,0.5833333333333333,0.5833333333333333,9,2,0,control,0,4
2,3.0,1.0,0.5,0.5833333333333333,0.5833333333333333,9,2,0,control,0,4
3,4.0,1.0,0.5,0.5833333333333333,0.5833333333333333,9,2,0,control,0,4
0,1.0,1.0,0.5,0.5833333333333333,0.5833333333333333,9,2,1,control,1,2
1,2.0,1.0,0.5,0.5833333333333333,0.5833333333333333,9,2,1,control,1,2
2,3.0,1.0,0.5,0.5833333333333333,0.5833333333333333,9,2,1,control,1,2
3,4.0,1.0,0.3333333333333333,0.5,0.5,9,2,1,control,1,2
0,1.0,1.0,0.5,0.6666666666666666,0.6666666666666666,9,2,2,control,0,1
1,2.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,9,2,2,control,0,1
2,3.0,1.0,0.5,0.6666666666666666,0.6666666666666666,9,2,2,control,0,1
3,4.0,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,9,2,2,control,0,1
0,1.0,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,9,2,3,control,1,2
1,2.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,9,2,3,control,1,2
2,3.0,1.0,0.5,0.6666666666666666,0.6666666666666666,9,2,3,control,1,2
3,4.0,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,9,2,3,control,1,2
0,1.0,1.0,0.3333333333333333,0.75,0.75,9,2,4,control,0,2
1,2.0,1.0,0.75,0.7500000000000001,0.7500000000000001,9,2,4,control,0,2
2,3.0,1.0,0.5,0.75,0.75,9,2,4,control,0,2
3,4.0,1.0,0.3333333333333333,0.75,0.75,9,2,4,control,0,2
0,1.0,1.0,0.3333333333333333,0.8,0.8,9,2,5,control,1,2
1,2.0,1.0,0.8,0.8,0.8,9,2,5,control,1,2
2,3.0,1.0,0.5,0.8,0.8,9,2,5,control,1,2
3,4.0,1.0,0.3333333333333333,0.8,0.8,9,2,5,control,1,2
0,1.0,1.0,0.3333333333333333,0.8333333333333334,0.8333333333333334,9,2,6,control,0,2
1,2.0,1.0,0.8333333333333334,0.8333333333333334,0.8333333333333334,9,2,6,control,0,2
2,3.0,1.0,0.5,0.8333333333333334,0.8333333333333334,9,2,6,control,0,2
3,4.0,1.0,0.3333333333333333,0.8333333333333334,0.8333333333333334,9,2,6,control,0,2
0,1.0,1.0,0.3333333333333333,0.8571428571428571,0.8571428571428571,9,2,7,control,1,1
1,2.0,1.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,9,2,7,control,1,1
2,3.0,1.0,0.5,0.8571428571428571,0.8571428571428571,9,2,7,control,1,1
3,4.0,1.0,0.3333333333333333,0.8571428571428571,0.8571428571428571,9,2,7,control,1,1
0,1.0,1.0,0.5,0.8571428571428571,0.8571428571428571,9,2,8,control,0,2
1,2.0,1.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,9,2,8,control,0,2
2,3.0,1.0,0.5,0.8571428571428571,0.8571428571428571,9,2,8,control,0,2
3,4.0,1.0,0.3333333333333333,0.8571428571428571,0.8571428571428571,9,2,8,control,0,2
0,1.0,1.0,0.5,0.875,0.875,9,2,9,control,1,1
1,2.0,1.0,0.875,0.8749999999999999,0.8749999999999999,9,2,9,control,1,1
2,3.0,1.0,0.5,0.875,0.875,9,2,9,control,1,1
3,4.0,1.0,0.3333333333333333,0.8749999999999999,0.8749999999999999,9,2,9,control,1,1
0,1.0,1.0,0.4,0.875,0.875,9,2,10,control,0,2
1,2.0,1.0,0.875,0.8749999999999999,0.8749999999999999,9,2,10,control,0,2
2,3.0,1.0,0.5,0.875,0.875,9,2,10,control,0,2
3,4.0,1.0,0.3333333333333333,0.8749999999999999,0.8749999999999999,9,2,10,control,0,2
0,1.0,1.0,0.4,0.8888888888888888,0.8888888888888888,9,2,11,control,1,2
1,2.0,1.0,0.8888888888888888,0.8888888888888888,0.8888888888888888,9,2,11,control,1,2
2,3.0,1.0,0.5,0.8888888888888888,0.8888888888888888,9,2,11,control,1,2
3,4.0,1.0,0.3333333333333333,0.8888888888888888,0.8888888888888888,9,2,11,control,1,2
0,1.0,1.0,0.4,0.9000000000000001,0.9000000000000001,9,2,12,control,0,2
1,2.0,1.0,0.9,0.8999999999999999,0.8999999999999999,9,2,12,control,0,2
2,3.0,1.0,0.5,0.9,0.9,9,2,12,control,0,2
3,4.0,1.0,0.3333333333333333,0.8999999999999999,0.8999999999999999,9,2,12,control,0,2
0,1.0,1.0,0.4,0.9090909090909091,0.9090909090909091,9,2,13,control,1,2
1,2.0,1.0,0.9090909090909091,0.9090909090909091,0.9090909090909091,9,2,13,control,1,2
2,3.0,1.0,0.5,0.9090909090909091,0.9090909090909091,9,2,13,control,1,2
3,4.0,1.0,0.3333333333333333,0.909090909090909,0.909090909090909,9,2,13,control,1,2
0,1.0,1.0,0.4,0.9166666666666666,0.9166666666666666,9,2,14,control,0,2
1,2.0,1.0,0.9166666666666666,0.9166666666666666,0.9166666666666666,9,2,14,control,0,2
2,3.0,1.0,0.5,0.9166666666666666,0.9166666666666666,9,2,14,control,0,2
3,4.0,1.0,0.3333333333333333,0.9166666666666665,0.9166666666666665,9,2,14,control,0,2
0,1.0,1.0,0.5,0.5833333333333333,0.5833333333333333,9,3,0,control,1,1
1,2.0,1.0,0.5,0.5833333333333333,0.5833333333333333,9,3,0,control,1,1
2,3.0,1.0,0.5,0.5833333333333333,0.5833333333333333,9,3,0,control,1,1
3,4.0,1.0,0.5,0.5833333333333333,0.5833333333333333,9,3,0,control,1,1
0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,9,3,1,control,0,1
1,2.0,1.0,0.5,0.6666666666666666,0.6666666666666666,9,3,1,control,0,1
2,3.0,1.0,0.5,0.6666666666666666,0.6666666666666666,9,3,1,control,0,1
3,4.0,1.0,0.5,0.6666666666666666,0.6666666666666666,9,3,1,control,0,1
0,1.0,1.0,0.75,0.7500000000000001,0.7500000000000001,9,3,2,control,1,1
1,2.0,1.0,0.5,0.75,0.75,9,3,2,control,1,1
2,3.0,1.0,0.5,0.75,0.75,9,3,2,control,1,1
3,4.0,1.0,0.5,0.75,0.75,9,3,2,control,1,1
0,1.0,1.0,0.8,0.8,0.8,9,3,3,control,0,1
1,2.0,1.0,0.5,0.8,0.8,9,3,3,control,0,1
2,3.0,1.0,0.5,0.8,0.8,9,3,3,control,0,1
3,4.0,1.0,0.5,0.8,0.8,9,3,3,control,0,1
0,1.0,1.0,0.8333333333333334,0.8333333333333334,0.8333333333333334,9,3,4,control,1,1
1,2.0,1.0,0.5,0.8333333333333334,0.8333333333333334,9,3,4,control,1,1
2,3.0,1.0,0.5,0.8333333333333334,0.8333333333333334,9,3,4,control,1,1
3,4.0,1.0,0.5,0.8333333333333334,0.8333333333333334,9,3,4,control,1,1
0,1.0,1.0,0.7142857142857143,0.7142857142857142,0.7142857142857142,9,3,5,control,0,2
1,2.0,1.0,0.5,0.7142857142857143,0.7142857142857143,9,3,5,control,0,2
2,3.0,1.0,0.5,0.7142857142857143,0.7142857142857143,9,3,5,control,0,2
3,4.0,1.0,0.5,0.7142857142857143,0.7142857142857143,9,3,5,control,0,2
0,1.0,1.0,0.7142857142857143,0.7142857142857142,0.7142857142857142,9,3,6,control,1,3
1,2.0,1.0,0.3333333333333333,0.7142857142857142,0.7142857142857142,9,3,6,control,1,3
2,3.0,1.0,0.5,0.7142857142857143,0.7142857142857143,9,3,6,control,1,3
3,4.0,1.0,0.5,0.7142857142857143,0.7142857142857143,9,3,6,control,1,3
0,1.0,1.0,0.7142857142857143,0.7142857142857142,0.7142857142857142,9,3,7,control,0,4
1,2.0,1.0,0.3333333333333333,0.7142857142857142,0.7142857142857142,9,3,7,control,0,4
2,3.0,1.0,0.3333333333333333,0.7142857142857142,0.7142857142857142,9,3,7,control,0,4
3,4.0,1.0,0.5,0.7142857142857143,0.7142857142857143,9,3,7,control,0,4
0,1.0,1.0,0.7142857142857143,0.7142857142857142,0.7142857142857142,9,3,8,control,1,1
1,2.0,1.0,0.3333333333333333,0.7142857142857142,0.7142857142857142,9,3,8,control,1,1
2,3.0,1.0,0.3333333333333333,0.7142857142857142,0.7142857142857142,9,3,8,control,1,1
3,4.0,1.0,0.3333333333333333,0.7142857142857142,0.7142857142857142,9,3,8,control,1,1
0,1.0,1.0,0.625,0.625,0.625,9,3,9,control,0,3
1,2.0,1.0,0.3333333333333333,0.625,0.625,9,3,9,control,0,3
2,3.0,1.0,0.3333333333333333,0.625,0.625,9,3,9,control,0,3
3,4.0,1.0,0.3333333333333333,0.625,0.625,9,3,9,control,0,3
0,1.0,1.0,0.625,0.625,0.625,9,3,10,control,1,2
1,2.0,1.0,0.3333333333333333,0.625,0.625,9,3,10,control,1,2
2,3.0,1.0,0.25,0.625,0.625,9,3,10,control,1,2
3,4.0,1.0,0.3333333333333333,0.625,0.625,9,3,10,control,1,2
0,1.0,1.0,0.625,0.625,0.625,9,3,11,control,0,2
1,2.0,1.0,0.5,0.625,0.625,9,3,11,control,0,2
2,3.0,1.0,0.25,0.625,0.625,9,3,11,control,0,2
3,4.0,1.0,0.3333333333333333,0.625,0.625,9,3,11,control,0,2
0,1.0,1.0,0.625,0.625,0.625,9,3,12,control,1,3
1,2.0,1.0,0.4,0.625,0.625,9,3,12,control,1,3
2,3.0,1.0,0.25,0.625,0.625,9,3,12,control,1,3
3,4.0,1.0,0.3333333333333333,0.625,0.625,9,3,12,control,1,3
0,1.0,1.0,0.625,0.625,0.625,9,3,13,control,0,4
1,2.0,1.0,0.4,0.625,0.625,9,3,13,control,0,4
2,3.0,1.0,0.2,0.625,0.625,9,3,13,control,0,4
3,4.0,1.0,0.3333333333333333,0.625,0.625,9,3,13,control,0,4
0,1.0,1.0,0.625,0.625,0.625,9,3,14,control,1,1
1,2.0,1.0,0.4,0.625,0.625,9,3,14,control,1,1
2,3.0,1.0,0.2,0.625,0.625,9,3,14,control,1,1
3,4.0,1.0,0.25,0.625,0.625,9,3,14,control,1,1
0,1.0,1.0,0.5,0.5833333333333333,0.5833333333333333,9,4,0,control,0,1
1,2.0,1.0,0.5,0.5833333333333333,0.5833333333333333,9,4,0,control,0,1
2,3.0,1.0,0.5,0.5833333333333333,0.5833333333333333,9,4,0,control,0,1
3,4.0,1.0,0.5,0.5833333333333333,0.5833333333333333,9,4,0,control,0,1
0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,9,4,1,control,1,1
1,2.0,1.0,0.5,0.6666666666666666,0.6666666666666666,9,4,1,control,1,1
2,3.0,1.0,0.5,0.6666666666666666,0.6666666666666666,9,4,1,control,1,1
3,4.0,1.0,0.5,0.6666666666666666,0.6666666666666666,9,4,1,control,1,1
0,1.0,1.0,0.75,0.7500000000000001,0.7500000000000001,9,4,2,control,0,1
1,2.0,1.0,0.5,0.75,0.75,9,4,2,control,0,1
2,3.0,1.0,0.5,0.75,0.75,9,4,2,control,0,1
3,4.0,1.0,0.5,0.75,0.75,9,4,2,control,0,1
0,1.0,1.0,0.6,0.6,0.6,9,4,3,control,1,2
1,2.0,1.0,0.5,0.6333333333333333,0.6333333333333333,9,4,3,control,1,2
2,3.0,1.0,0.5,0.6333333333333333,0.6333333333333333,9,4,3,control,1,2
3,4.0,1.0,0.5,0.6333333333333333,0.6333333333333333,9,4,3,control,1,2
0,1.0,1.0,0.6,0.6,0.6,9,4,4,control,0,1
1,2.0,1.0,0.3333333333333333,0.6,0.6,9,4,4,control,0,1
2,3.0,1.0,0.5,0.6333333333333333,0.6333333333333333,9,4,4,control,0,1
3,4.0,1.0,0.5,0.6333333333333333,0.6333333333333333,9,4,4,control,0,1
0,1.0,1.0,0.5,0.5357142857142857,0.5357142857142857,9,4,5,control,1,3
1,2.0,1.0,0.3333333333333333,0.5,0.5,9,4,5,control,1,3
2,3.0,1.0,0.5,0.5833333333333333,0.5833333333333333,9,4,5,control,1,3
3,4.0,1.0,0.5,0.5833333333333333,0.5833333333333333,9,4,5,control,1,3
0,1.0,1.0,0.5,0.6666666666666666,0.6666666666666666,9,4,6,control,0,3
1,2.0,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,9,4,6,control,0,3
2,3.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,9,4,6,control,0,3
3,4.0,1.0,0.5,0.6666666666666666,0.6666666666666666,9,4,6,control,0,3
0,1.0,1.0,0.5,0.75,0.75,9,4,7,control,1,3
1,2.0,1.0,0.3333333333333333,0.75,0.75,9,4,7,control,1,3
2,3.0,1.0,0.75,0.7500000000000001,0.7500000000000001,9,4,7,control,1,3
3,4.0,1.0,0.5,0.75,0.75,9,4,7,control,1,3
0,1.0,1.0,0.5,0.8,0.8,9,4,8,control,0,3
1,2.0,1.0,0.3333333333333333,0.8,0.8,9,4,8,control,0,3
2,3.0,1.0,0.8,0.8,0.8,9,4,8,control,0,3
3,4.0,1.0,0.5,0.8,0.8,9,4,8,control,0,3
0,1.0,1.0,0.5,0.8333333333333334,0.8333333333333334,9,4,9,control,1,3
1,2.0,1.0,0.3333333333333333,0.8333333333333334,0.8333333333333334,9,4,9,control,1,3
2,3.0,1.0,0.8333333333333334,0.8333333333333334,0.8333333333333334,9,4,9,control,1,3
3,4.0,1.0,0.5,0.8333333333333334,0.8333333333333334,9,4,9,control,1,3
0,1.0,1.0,0.5,0.8571428571428571,0.8571428571428571,9,4,10,control,0,3
1,2.0,1.0,0.3333333333333333,0.8571428571428571,0.8571428571428571,9,4,10,control,0,3
2,3.0,1.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,9,4,10,control,0,3
3,4.0,1.0,0.5,0.8571428571428571,0.8571428571428571,9,4,10,control,0,3
0,1.0,1.0,0.5,0.875,0.875,9,4,11,control,1,3
1,2.0,1.0,0.3333333333333333,0.8749999999999999,0.8749999999999999,9,4,11,control,1,3
2,3.0,1.0,0.875,0.8749999999999999,0.8749999999999999,9,4,11,control,1,3
3,4.0,1.0,0.5,0.875,0.875,9,4,11,control,1,3
0,1.0,1.0,0.5,0.7777777777777778,0.7777777777777778,9,4,12,control,0,3
1,2.0,1.0,0.3333333333333333,0.7777777777777777,0.7777777777777777,9,4,12,control,0,3
2,3.0,1.0,0.7777777777777778,0.7777777777777778,0.7777777777777778,9,4,12,control,0,3
3,4.0,1.0,0.5,0.7777777777777778,0.7777777777777778,9,4,12,control,0,3
0,1.0,1.0,0.5,0.8,0.8,9,4,13,control,1,3
1,2.0,1.0,0.3333333333333333,0.8,0.8,9,4,13,control,1,3
2,3.0,1.0,0.8,0.8000000000000002,0.8000000000000002,9,4,13,control,1,3
3,4.0,1.0,0.5,0.8,0.8,9,4,13,control,1,3
0,1.0,1.0,0.5,0.8181818181818182,0.8181818181818182,9,4,14,control,0,3
1,2.0,1.0,0.3333333333333333,0.8181818181818181,0.8181818181818181,9,4,14,control,0,3
2,3.0,1.0,0.8181818181818182,0.8181818181818182,0.8181818181818182,9,4,14,control,0,3
3,4.0,1.0,0.5,0.8181818181818182,0.8181818181818182,9,4,14,control,0,3
0,1.0,1.0,0.5,0.5833333333333333,0.5833333333333333,9,5,0,control,1,2
1,2.0,1.0,0.5,0.5833333333333333,0.5833333333333333,9,5,0,control,1,2
2,3.0,1.0,0.5,0.5833333333333333,0.5833333333333333,9,5,0,control,1,2
3,4.0,1.0,0.5,0.5833333333333333,0.5833333333333333,9,5,0,control,1,2
0,1.0,1.0,0.5,0.6666666666666666,0.6666666666666666,9,5,1,control,0,2
1,2.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,9,5,1,control,0,2
2,3.0,1.0,0.5,0.6666666666666666,0.6666666666666666,9,5,1,control,0,2
3,4.0,1.0,0.5,0.6666666666666666,0.6666666666666666,9,5,1,control,0,2
0,1.0,1.0,0.5,0.75,0.75,9,5,2,control,1,4
1,2.0,1.0,0.75,0.7500000000000001,0.7500000000000001,9,5,2,control,1,4
2,3.0,1.0,0.5,0.75,0.75,9,5,2,control,1,4
3,4.0,1.0,0.5,0.75,0.75,9,5,2,control,1,4
0,1.0,1.0,0.5,0.75,0.75,9,5,3,control,0,4
1,2.0,1.0,0.75,0.7666666666666667,0.7666666666666667,9,5,3,control,0,4
2,3.0,1.0,0.5,0.75,0.75,9,5,3,control,0,4
3,4.0,1.0,0.6666666666666666,0.75,0.75,9,5,3,control,0,4
0,1.0,1.0,0.5,0.75,0.75,9,5,4,control,1,4
1,2.0,1.0,0.75,0.7875000000000001,0.7875000000000001,9,5,4,control,1,4
2,3.0,1.0,0.5,0.75,0.75,9,5,4,control,1,4
3,4.0,1.0,0.75,0.7875000000000001,0.7875000000000001,9,5,4,control,1,4
0,1.0,1.0,0.5,0.8,0.8,9,5,5,control,0,4
1,2.0,1.0,0.75,0.8,0.8,9,5,5,control,0,4
2,3.0,1.0,0.5,0.8,0.8,9,5,5,control,0,4
3,4.0,1.0,0.8,0.8166666666666668,0.8166666666666668,9,5,5,control,0,4
0,1.0,1.0,0.5,0.75,0.75,9,5,6,control,1,2
1,2.0,1.0,0.75,0.7666666666666667,0.7666666666666667,9,5,6,control,1,2
2,3.0,1.0,0.5,0.75,0.75,9,5,6,control,1,2
3,4.0,1.0,0.6666666666666666,0.75,0.75,9,5,6,control,1,2
0,1.0,1.0,0.5,0.8,0.8,9,5,7,control,0,2
1,2.0,1.0,0.8,0.8,0.8,9,5,7,control,0,2
2,3.0,1.0,0.5,0.8,0.8,9,5,7,control,0,2
3,4.0,1.0,0.6666666666666666,0.8,0.8,9,5,7,control,0,2
0,1.0,1.0,0.5,0.8333333333333334,0.8333333333333334,9,5,8,control,1,2
1,2.0,1.0,0.8333333333333334,0.8333333333333334,0.8333333333333334,9,5,8,control,1,2
2,3.0,1.0,0.5,0.8333333333333334,0.8333333333333334,9,5,8,control,1,2
3,4.0,1.0,0.6666666666666666,0.8333333333333334,0.8333333333333334,9,5,8,control,1,2
0,1.0,1.0,0.5,0.8571428571428571,0.8571428571428571,9,5,9,control,0,2
1,2.0,1.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,9,5,9,control,0,2
2,3.0,1.0,0.5,0.8571428571428571,0.8571428571428571,9,5,9,control,0,2
3,4.0,1.0,0.6666666666666666,0.8571428571428571,0.8571428571428571,9,5,9,control,0,2
0,1.0,1.0,0.5,0.875,0.875,9,5,10,control,1,2
1,2.0,1.0,0.875,0.8749999999999999,0.8749999999999999,9,5,10,control,1,2
2,3.0,1.0,0.5,0.875,0.875,9,5,10,control,1,2
3,4.0,1.0,0.6666666666666666,0.8749999999999999,0.8749999999999999,9,5,10,control,1,2
0,1.0,1.0,0.5,0.7777777777777778,0.7777777777777778,9,5,11,control,0,4
1,2.0,1.0,0.7777777777777778,0.7777777777777778,0.7777777777777778,9,5,11,control,0,4
2,3.0,1.0,0.5,0.7777777777777778,0.7777777777777778,9,5,11,control,0,4
3,4.0,1.0,0.6666666666666666,0.7777777777777777,0.7777777777777777,9,5,11,control,0,4
0,1.0,1.0,0.5,0.7777777777777778,0.7777777777777778,9,5,12,control,1,1
1,2.0,1.0,0.7777777777777778,0.7777777777777778,0.7777777777777778,9,5,12,control,1,1
2,3.0,1.0,0.5,0.7777777777777778,0.7777777777777778,9,5,12,control,1,1
3,4.0,1.0,0.5714285714285714,0.7777777777777777,0.7777777777777777,9,5,12,control,1,1
0,1.0,1.0,0.3333333333333333,0.7777777777777777,0.7777777777777777,9,5,13,control,0,2
1,2.0,1.0,0.7777777777777778,0.7777777777777778,0.7777777777777778,9,5,13,control,0,2
2,3.0,1.0,0.5,0.7777777777777778,0.7777777777777778,9,5,13,control,0,2
3,4.0,1.0,0.5714285714285714,0.7777777777777777,0.7777777777777777,9,5,13,control,0,2
0,1.0,1.0,0.3333333333333333,0.7,0.7,9,5,14,control,1,4
1,2.0,1.0,0.7,0.7,0.7,9,5,14,control,1,4
2,3.0,1.0,0.5,0.7,0.7,9,5,14,control,1,4
3,4.0,1.0,0.5714285714285714,0.7,0.7,9,5,14,control,1,4
0,1.0,1.0,0.5,0.5833333333333333,0.5833333333333333,9,6,0,control,0,2
1,2.0,1.0,0.5,0.5833333333333333,0.5833333333333333,9,6,0,control,0,2
2,3.0,1.0,0.5,0.5833333333333333,0.5833333333333333,9,6,0,control,0,2
3,4.0,1.0,0.5,0.5833333333333333,0.5833333333333333,9,6,0,control,0,2
0,1.0,1.0,0.5,0.6666666666666666,0.6666666666666666,9,6,1,control,1,2
1,2.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,9,6,1,control,1,2
2,3.0,1.0,0.5,0.6666666666666666,0.6666666666666666,9,6,1,control,1,2
3,4.0,1.0,0.5,0.6666666666666666,0.6666666666666666,9,6,1,control,1,2
0,1.0,1.0,0.5,0.75,0.75,9,6,2,control,0,2
1,2.0,1.0,0.75,0.7500000000000001,0.7500000000000001,9,6,2,control,0,2
2,3.0,1.0,0.5,0.75,0.75,9,6,2,control,0,2
3,4.0,1.0,0.5,0.75,0.75,9,6,2,control,0,2
0,1.0,1.0,0.5,0.8,0.8,9,6,3,control,1,2
1,2.0,1.0,0.8,0.8,0.8,9,6,3,control,1,2
2,3.0,1.0,0.5,0.8,0.8,9,6,3,control,1,2
3,4.0,1.0,0.5,0.8,0.8,9,6,3,control,1,2
0,1.0,1.0,0.5,0.8333333333333334,0.8333333333333334,9,6,4,control,0,2
1,2.0,1.0,0.8333333333333334,0.8333333333333334,0.8333333333333334,9,6,4,control,0,2
2,3.0,1.0,0.5,0.8333333333333334,0.8333333333333334,9,6,4,control,0,2
3,4.0,1.0,0.5,0.8333333333333334,0.8333333333333334,9,6,4,control,0,2
0,1.0,1.0,0.5,0.8571428571428571,0.8571428571428571,9,6,5,control,1,2
1,2.0,1.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,9,6,5,control,1,2
2,3.0,1.0,0.5,0.8571428571428571,0.8571428571428571,9,6,5,control,1,2
3,4.0,1.0,0.5,0.8571428571428571,0.8571428571428571,9,6,5,control,1,2
0,1.0,1.0,0.5,0.875,0.875,9,6,6,control,0,2
1,2.0,1.0,0.875,0.8749999999999999,0.8749999999999999,9,6,6,control,0,2
2,3.0,1.0,0.5,0.875,0.875,9,6,6,control,0,2
3,4.0,1.0,0.5,0.875,0.875,9,6,6,control,0,2
0,1.0,1.0,0.5,0.7777777777777778,0.7777777777777778,9,6,7,control,1,2
1,2.0,1.0,0.7777777777777778,0.7777777777777778,0.7777777777777778,9,6,7,control,1,2
2,3.0,1.0,0.5,0.7777777777777778,0.7777777777777778,9,6,7,control,1,2
3,4.0,1.0,0.5,0.7777777777777778,0.7777777777777778,9,6,7,control,1,2
0,1.0,1.0,0.5,0.7,0.7,9,6,8,control,0,4
1,2.0,1.0,0.7,0.7,0.7,9,6,8,control,0,4
2,3.0,1.0,0.5,0.7,0.7,9,6,8,control,0,4
3,4.0,1.0,0.5,0.7,0.7,9,6,8,control,0,4
0,1.0,1.0,0.5,0.7,0.7,9,6,9,control,1,4
1,2.0,1.0,0.7,0.709090909090909,0.709090909090909,9,6,9,control,1,4
2,3.0,1.0,0.5,0.7,0.7,9,6,9,control,1,4
3,4.0,1.0,0.6666666666666666,0.7333333333333333,0.7333333333333333,9,6,9,control,1,4
0,1.0,1.0,0.5,0.75,0.75,9,6,10,control,0,4
1,2.0,1.0,0.7,0.7499999999999999,0.7499999999999999,9,6,10,control,0,4
2,3.0,1.0,0.5,0.75,0.75,9,6,10,control,0,4
3,4.0,1.0,0.75,0.7750000000000001,0.7750000000000001,9,6,10,control,0,4
0,1.0,1.0,0.5,0.7,0.7,9,6,11,control,1,1
1,2.0,1.0,0.7,0.7,0.7,9,6,11,control,1,1
2,3.0,1.0,0.5,0.7,0.7,9,6,11,control,1,1
3,4.0,1.0,0.6,0.7,0.7,9,6,11,control,1,1
0,1.0,1.0,0.3333333333333333,0.7,0.7,9,6,12,control,0,3
1,2.0,1.0,0.7,0.7,0.7,9,6,12,control,0,3
2,3.0,1.0,0.5,0.7,0.7,9,6,12,control,0,3
3,4.0,1.0,0.6,0.7,0.7,9,6,12,control,0,3
0,1.0,1.0,0.3333333333333333,0.7,0.7,9,6,13,control,1,2
1,2.0,1.0,0.7,0.7,0.7,9,6,13,control,1,2
2,3.0,1.0,0.3333333333333333,0.7,0.7,9,6,13,control,1,2
3,4.0,1.0,0.6,0.7,0.7,9,6,13,control,1,2
0,1.0,1.0,0.3333333333333333,0.7272727272727273,0.7272727272727273,9,6,14,control,0,2
1,2.0,1.0,0.7272727272727273,0.7272727272727272,0.7272727272727272,9,6,14,control,0,2
2,3.0,1.0,0.3333333333333333,0.7272727272727273,0.7272727272727273,9,6,14,control,0,2
3,4.0,1.0,0.6,0.7272727272727273,0.7272727272727273,9,6,14,control,0,2
0,1.0,1.0,0.5,0.5833333333333333,0.5833333333333333,9,7,0,control,1,1
1,2.0,1.0,0.5,0.5833333333333333,0.5833333333333333,9,7,0,control,1,1
